,action,value
2021-08-11,DIVIDEND,0.61
2021-05-10,DIVIDEND,0.61
2021-02-19,DIVIDEND,0.61
2020-11-09,DIVIDEND,0.61
2020-08-17,DIVIDEND,0.61
2020-05-18,DIVIDEND,0.61
2020-02-21,DIVIDEND,0.87
2019-11-12,DIVIDEND,0.87
2019-08-14,DIVIDEND,0.87
2019-05-13,DIVIDEND,0.87
2019-02-21,DIVIDEND,0.87
2018-11-08,DIVIDEND,0.87
2018-08-06,DIVIDEND,0.87
2018-05-07,DIVIDEND,0.87
2018-02-12,DIVIDEND,0.87
2017-11-06,DIVIDEND,0.87
2017-08-04,DIVIDEND,0.87
2017-05-05,DIVIDEND,0.87
2017-02-03,DIVIDEND,0.87
2016-11-04,DIVIDEND,0.86
